,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
0,2024,EN,FT,Data Analyst,149204.19774878485,USD,148177.3937843714,KE,100.0,KE,M
1,2024,SE,FT,Data Analyst,147500.0,USD,147500.0,US,0.0,US,M
2,2024,SE,FT,Data Analyst,85000.0,USD,85000.0,US,0.0,US,M
3,2024,SE,FT,Data Architect,175000.0,USD,175000.0,US,0.0,US,M
4,2024,SE,FT,Data Architect,117000.0,USD,117000.0,US,0.0,US,M
5,2024,EN,FT,Data Analyst,102927.0,USD,102927.0,AU,0.0,AU,M
6,2024,EN,FT,Data Analyst,95010.0,USD,148177.3937843714,AU,0.0,AU,M
7,2024,EN,FT,Business Intelligence Analyst,157400.0,USD,157400.0,US,100.0,US,M
8,2024,EN,FT,Business Intelligence Analyst,98600.0,USD,98600.0,US,100.0,US,M
9,2024,EN,FT,Data Analyst,83000.0,USD,83000.0,US,100.0,US,M
10,2024,EN,FT,Data Analyst,64000.0,USD,64000.0,US,100.0,US,M
11,2024,SE,FT,Data Engineer,200000.0,USD,200000.0,US,100.0,US,M
12,2024,SE,FT,Data Engineer,90000.0,USD,90000.0,US,100.0,US,M
13,2024,SE,FT,ML Engineer,250000.0,USD,250000.0,US,100.0,US,M
14,2024,SE,FT,ML Engineer,190000.0,USD,190000.0,US,100.0,US,M
15,2024,SE,FT,ML Engineer,258750.0,USD,258750.0,US,0.0,US,M
16,2024,SE,FT,ML Engineer,191250.0,USD,191250.0,US,0.0,US,M
17,2024,EN,FT,ML Engineer,177100.0,USD,177100.0,US,0.0,US,M
18,2024,EN,FT,ML Engineer,130900.0,USD,130900.0,US,0.0,US,M
19,2024,EN,FT,Data Analyst,99200.0,USD,99200.0,US,100.0,US,M
20,2024,EN,FT,Data Analyst,69400.0,USD,69400.0,US,100.0,US,M
21,2024,MI,FT,Encounter Data Management Professional,79500.0,USD,79500.0,US,100.0,US,M
22,2024,MI,FT,Encounter Data Management Professional,57700.0,USD,57700.0,US,100.0,US,M
23,2024,SE,FT,Data Engineer,179000.0,USD,179000.0,US,0.0,US,M
24,2024,SE,FT,Data Engineer,112000.0,USD,112000.0,US,0.0,US,M
25,2024,SE,FT,Machine Learning Engineer,206000.0,USD,206000.0,US,0.0,US,M
26,2024,SE,FT,Machine Learning Engineer,97335.0,USD,97335.0,US,0.0,US,M
27,2024,MI,FT,Machine Learning Engineer,223900.0,USD,223900.0,US,100.0,US,M
28,2024,MI,FT,Machine Learning Engineer,140100.0,USD,140100.0,US,100.0,US,M
29,2024,SE,FT,Data Architect,75000.0,GBP,93750.0,GB,0.0,GB,M
30,2024,SE,FT,Data Architect,65000.0,GBP,81250.0,GB,0.0,GB,M
31,2024,SE,FT,Data Manager,144300.0,USD,144300.0,US,100.0,US,M
32,2024,SE,FT,Data Manager,104800.0,USD,104800.0,US,100.0,US,M
33,2024,MI,FT,Business Intelligence,168000.0,USD,168000.0,US,100.0,US,L
34,2024,MI,FT,Business Intelligence,78400.0,USD,78400.0,US,100.0,US,L
35,2024,SE,FT,Data Analyst,207300.0,USD,207300.0,US,0.0,US,M
36,2024,SE,FT,Data Analyst,114700.0,USD,114700.0,US,0.0,US,M
37,2024,SE,FT,Data Scientist,265000.0,USD,148177.3937843714,US,100.0,US,M
38,2024,SE,FT,Data Scientist,220000.0,USD,220000.0,US,100.0,US,M
39,2024,SE,FT,Business Intelligence Analyst,120000.0,USD,120000.0,US,0.0,US,M
40,2024,SE,FT,Business Intelligence Analyst,100000.0,USD,100000.0,US,0.0,US,M
41,2024,SE,FT,Machine Learning Engineer,306000.0,USD,306000.0,US,0.0,US,M
42,2024,SE,FT,Machine Learning Engineer,151600.0,USD,151600.0,US,0.0,US,M
43,2024,EX,FT,Data Science,300000.0,USD,300000.0,US,100.0,US,M
44,2024,EX,FT,Data Science,220000.0,USD,220000.0,US,100.0,US,M
45,2024,SE,FT,Data Scientist,167500.0,USD,167500.0,US,0.0,US,M
46,2024,SE,FT,Data Scientist,138500.0,USD,138500.0,US,0.0,US,M
47,2024,MI,FT,Data Scientist,194000.0,USD,194000.0,US,0.0,US,M
48,2024,MI,FT,Data Scientist,125500.0,USD,125500.0,US,0.0,US,M
49,2024,SE,FT,Analytics Engineer,95000.0,GBP,118750.0,GB,0.0,GB,M
50,2024,SE,FT,Analytics Engineer,60000.0,GBP,75000.0,GB,0.0,GB,M
51,2024,SE,FT,Data Engineer,194500.0,USD,194500.0,US,0.0,US,M
52,2024,SE,FT,Data Engineer,147368.0,USD,147368.0,US,0.0,US,M
53,2024,MI,FT,Data Engineer,165000.0,USD,165000.0,US,0.0,US,M
54,2024,MI,FT,Data Engineer,117000.0,USD,117000.0,US,0.0,US,M
55,2024,SE,FT,Data Analyst,170000.0,USD,170000.0,US,0.0,US,M
56,2024,SE,FT,Data Analyst,148000.0,USD,148000.0,US,0.0,US,M
57,2024,SE,FT,Data Manager,160500.0,USD,160500.0,US,100.0,US,M
58,2024,SE,FT,Data Manager,107000.0,USD,148177.3937843714,US,100.0,US,M
59,2024,SE,FT,Analytics Engineer,149204.19774878485,USD,148177.3937843714,US,0.0,US,M
60,2024,SE,FT,Analytics Engineer,80000.0,USD,80000.0,US,0.0,US,M
61,2024,MI,FT,Data Infrastructure Engineer,241000.0,USD,241000.0,US,0.0,US,M
62,2024,MI,FT,Data Infrastructure Engineer,189000.0,USD,189000.0,US,0.0,US,M
63,2024,SE,FT,Data Scientist,167500.0,USD,167500.0,US,0.0,US,M
64,2024,SE,FT,Data Scientist,138500.0,USD,138500.0,US,0.0,US,M
65,2024,SE,FT,Research Scientist,200000.0,USD,200000.0,US,100.0,US,M
66,2024,SE,FT,Research Scientist,148500.0,USD,148500.0,US,100.0,US,M
67,2024,SE,FT,Research Engineer,273000.0,USD,273000.0,US,0.0,US,M
68,2024,SE,FT,Research Engineer,166500.0,USD,166500.0,US,0.0,US,M
69,2024,SE,FT,Data Analyst,106260.0,USD,106260.0,US,0.0,US,M
70,2024,SE,FT,Data Analyst,82000.0,USD,82000.0,US,0.0,US,M
71,2024,MI,FT,Business Intelligence Analyst,115000.0,USD,115000.0,US,100.0,US,M
72,2024,MI,FT,Business Intelligence Analyst,100000.0,USD,100000.0,US,100.0,US,M
73,2024,MI,FT,Data Scientist,105000.0,USD,105000.0,US,0.0,US,M
74,2024,MI,FT,Data Scientist,90000.0,USD,90000.0,US,0.0,US,M
75,2024,SE,FT,Data Scientist,170000.0,USD,148177.3937843714,US,0.0,US,M
76,2024,SE,FT,Data Scientist,140000.0,USD,140000.0,US,0.0,US,M
77,2024,MI,FT,Data Scientist,170000.0,USD,170000.0,US,0.0,US,M
78,2024,MI,FT,Data Scientist,145000.0,USD,145000.0,US,0.0,US,M
79,2024,SE,FT,Data Engineer,233000.0,USD,233000.0,US,0.0,US,M
80,2024,SE,FT,Data Engineer,140000.0,USD,140000.0,US,0.0,US,M
81,2024,SE,FT,Data Analyst,202800.0,USD,202800.0,US,0.0,US,M
82,2024,SE,FT,Data Analyst,108200.0,USD,108200.0,US,0.0,US,M
83,2024,EX,FT,Head of Data,190000.0,USD,190000.0,US,0.0,US,M
84,2024,EX,FT,Head of Data,150000.0,USD,150000.0,US,0.0,US,M
85,2024,SE,FT,Data Scientist,214872.0,USD,214872.0,US,100.0,US,M
86,2024,SE,FT,Data Scientist,186846.0,USD,186846.0,US,100.0,US,M
87,2024,EN,FT,Data Scientist,35000.0,GBP,43750.0,GB,0.0,GB,M
88,2024,EN,FT,Data Scientist,149204.19774878485,GBP,37500.0,GB,0.0,GB,M
89,2024,SE,FT,Data Engineer,145360.0,USD,145360.0,US,100.0,US,M
90,2024,SE,FT,Data Engineer,107440.0,USD,107440.0,US,100.0,US,M
91,2024,SE,FT,Applied Scientist,212800.0,USD,212800.0,US,0.0,US,L
92,2024,SE,FT,Applied Scientist,115100.0,USD,115100.0,US,0.0,US,L
93,2024,SE,FT,AI Software Engineer,174000.0,USD,174000.0,US,0.0,US,M
94,2024,SE,FT,AI Software Engineer,116000.0,USD,116000.0,US,0.0,US,M
95,2024,MI,FT,Data Engineer,181700.0,USD,181700.0,US,0.0,US,M
96,2024,MI,FT,Data Engineer,64300.0,USD,64300.0,US,0.0,US,M
97,2024,EN,FT,Data Analyst,149204.19774878485,GBP,33500.0,GB,0.0,GB,M
98,2024,EN,FT,Data Analyst,149204.19774878485,GBP,33500.0,GB,0.0,GB,M
99,2024,MI,FT,Data Engineer,185000.0,USD,185000.0,US,0.0,US,L
100,2024,MI,FT,Data Engineer,81000.0,USD,81000.0,US,0.0,US,L
101,2024,SE,FT,Encounter Data Management Professional,96200.0,USD,96200.0,US,0.0,US,M
102,2024,SE,FT,Encounter Data Management Professional,69800.0,USD,69800.0,US,0.0,US,M
103,2024,EN,FT,Data Analyst,77280.0,USD,148177.3937843714,US,0.0,US,M
104,2024,EN,FT,Data Analyst,58000.0,USD,58000.0,US,0.0,US,M
105,2024,EN,FT,Data Scientist,149204.19774878485,GBP,33500.0,GB,0.0,GB,M
106,2024,EN,FT,Data Scientist,149204.19774878485,GBP,33500.0,GB,0.0,GB,M
107,2024,SE,FT,Research Scientist,178200.0,USD,178200.0,US,0.0,US,M
108,2024,SE,FT,Research Scientist,74800.0,USD,74800.0,US,0.0,US,M
109,2024,EN,FT,Business Intelligence Analyst,164500.0,USD,164500.0,US,0.0,US,M
110,2024,EN,FT,Business Intelligence Analyst,67200.0,USD,67200.0,US,0.0,US,M
111,2024,SE,FT,Data Architect,165000.0,USD,165000.0,US,0.0,US,M
112,2024,SE,FT,Data Architect,117000.0,USD,117000.0,US,0.0,US,M
113,2024,EN,FT,Data Engineer,185000.0,USD,185000.0,US,0.0,US,L
114,2024,EN,FT,Data Engineer,81000.0,USD,81000.0,US,0.0,US,L
115,2024,MI,FT,Data Science,287800.0,USD,287800.0,US,0.0,US,M
116,2024,MI,FT,Data Science,287800.0,USD,287800.0,US,0.0,US,M
117,2024,SE,FT,Data Scientist,150000.0,USD,150000.0,US,0.0,US,M
118,2024,SE,FT,Data Scientist,110000.0,USD,110000.0,US,0.0,US,M
119,2024,MI,FT,Research Engineer,250000.0,USD,250000.0,US,0.0,US,M
120,2024,MI,FT,Research Engineer,200000.0,USD,200000.0,US,0.0,US,M
121,2024,SE,FT,Machine Learning Engineer,200000.0,USD,200000.0,US,0.0,US,M
122,2024,SE,FT,Machine Learning Engineer,160000.0,USD,160000.0,US,0.0,US,M
123,2024,MI,FT,Data Scientist,172000.0,USD,172000.0,US,0.0,US,M
124,2024,MI,FT,Data Scientist,75600.0,USD,75600.0,US,0.0,US,M
125,2024,EN,PT,Data Scientist,291340.0,USD,291340.0,US,0.0,US,M
126,2024,EN,PT,Data Scientist,194240.0,USD,194240.0,US,0.0,US,M
127,2024,MI,FT,Applied Scientist,191070.0,USD,191070.0,US,0.0,US,M
128,2024,MI,FT,Applied Scientist,135900.0,USD,135900.0,US,0.0,US,M
129,2024,MI,FT,BI Developer,38000.0,GBP,47500.0,GB,0.0,GB,M
130,2024,MI,FT,BI Developer,35000.0,GBP,43750.0,GB,0.0,GB,M
131,2024,SE,FT,Research Engineer,282000.0,USD,282000.0,US,0.0,US,M
132,2024,SE,FT,Research Engineer,171000.0,USD,171000.0,US,0.0,US,M
133,2024,SE,FT,Applied Scientist,260000.0,USD,260000.0,US,0.0,US,L
134,2024,SE,FT,Applied Scientist,136000.0,USD,136000.0,US,0.0,US,L
135,2024,MI,FT,Data Engineer,152800.0,USD,152800.0,US,0.0,US,M
136,2024,MI,FT,Data Engineer,149282.0,USD,149282.0,US,0.0,US,M
137,2024,SE,FT,Machine Learning Engineer,264500.0,USD,264500.0,US,100.0,US,M
138,2024,SE,FT,Machine Learning Engineer,165600.0,USD,165600.0,US,100.0,US,M
139,2024,MI,FT,Data Scientist,228000.0,USD,228000.0,US,0.0,US,M
140,2024,MI,FT,Data Scientist,134000.0,USD,134000.0,US,0.0,US,M
141,2024,SE,FT,Data Engineer,78000.0,EUR,86666.0,LV,0.0,LV,M
142,2024,SE,FT,Data Engineer,54000.0,EUR,148177.3937843714,LV,0.0,LV,M
143,2024,SE,FT,Applied Scientist,199500.0,USD,199500.0,US,0.0,US,M
144,2024,SE,FT,Applied Scientist,97400.0,USD,97400.0,US,0.0,US,M
145,2024,SE,FT,Data Engineer,155000.0,USD,155000.0,US,0.0,US,M
146,2024,SE,FT,Data Engineer,139500.0,USD,139500.0,US,0.0,US,M
147,2024,MI,FT,Data Engineer,140000.0,USD,140000.0,US,0.0,US,M
148,2024,MI,FT,Data Engineer,100000.0,USD,100000.0,US,0.0,US,M
149,2024,SE,FT,Data Engineer,205000.0,USD,205000.0,US,100.0,US,M
150,2024,SE,FT,Data Engineer,155000.0,USD,155000.0,US,100.0,US,M
151,2024,EN,FT,Data Analyst,110000.0,USD,110000.0,US,100.0,US,M
152,2024,EN,FT,Data Analyst,90000.0,USD,90000.0,US,100.0,US,M
153,2024,EN,FT,Data Analyst,83300.0,USD,83300.0,US,0.0,US,M
154,2024,EN,FT,Data Analyst,47500.0,USD,47500.0,US,0.0,US,M
155,2024,SE,FT,Data Scientist,208500.0,USD,208500.0,US,0.0,US,M
156,2024,SE,FT,Data Scientist,174000.0,USD,174000.0,US,0.0,US,M
157,2024,SE,FT,Data Engineer,170000.0,USD,170000.0,US,0.0,US,M
158,2024,SE,FT,Data Engineer,130000.0,USD,130000.0,US,0.0,US,M
159,2024,MI,FT,Data Science Manager,240000.0,USD,240000.0,US,0.0,US,M
160,2024,MI,FT,Data Science Manager,180000.0,USD,180000.0,US,0.0,US,M
161,2024,MI,FT,Data Engineer,90000.0,USD,90000.0,US,0.0,US,M
162,2024,MI,FT,Data Engineer,70000.0,USD,70000.0,US,0.0,US,M
163,2024,SE,FT,Business Intelligence Analyst,138000.0,USD,138000.0,US,0.0,US,M
164,2024,SE,FT,Business Intelligence Analyst,110400.0,USD,110400.0,US,0.0,US,M
165,2024,SE,FT,Data Scientist,239000.0,USD,239000.0,US,100.0,US,M
166,2024,SE,FT,Data Scientist,159000.0,USD,159000.0,US,100.0,US,M
167,2024,SE,FT,Data Engineer,145000.0,USD,145000.0,US,0.0,US,M
168,2024,SE,FT,Data Engineer,115000.0,USD,115000.0,US,0.0,US,M
169,2024,SE,FT,Data Engineer,185000.0,USD,185000.0,US,0.0,US,M
170,2024,SE,FT,Data Engineer,160000.0,USD,160000.0,US,0.0,US,M
171,2024,MI,FT,Applied Scientist,210000.0,USD,210000.0,US,0.0,US,M
172,2024,MI,FT,Applied Scientist,160000.0,USD,160000.0,US,0.0,US,M
173,2024,EN,FT,Data Science,128750.0,USD,128750.0,US,0.0,US,M
174,2024,EN,FT,Data Science,61875.0,USD,61875.0,US,0.0,US,M
175,2024,SE,FT,Machine Learning Engineer,240000.0,USD,240000.0,CA,0.0,CA,M
176,2024,SE,FT,Machine Learning Engineer,178000.0,USD,178000.0,CA,0.0,CA,M
177,2024,EN,FT,Research Analyst,91200.0,USD,91200.0,US,0.0,US,M
178,2024,EN,FT,Research Analyst,58200.0,USD,58200.0,US,0.0,US,M
179,2024,SE,FT,Data Engineer,122000.0,USD,122000.0,US,0.0,US,M
180,2024,SE,FT,Data Engineer,94500.0,USD,94500.0,US,0.0,US,M
181,2024,MI,FT,Data Analyst,152300.0,USD,152300.0,US,0.0,US,M
182,2024,MI,FT,Data Analyst,76200.0,USD,76200.0,US,0.0,US,M
183,2024,SE,FT,Machine Learning Engineer,336000.0,USD,336000.0,CA,100.0,CA,M
184,2024,SE,FT,Machine Learning Engineer,149204.19774878485,USD,304000.0,CA,100.0,CA,M
185,2024,MI,FT,Data Analyst,70000.0,USD,70000.0,US,100.0,US,M
186,2024,MI,FT,Data Analyst,51000.0,USD,51000.0,US,100.0,US,M
187,2024,SE,FT,Machine Learning Engineer,223000.0,USD,223000.0,US,0.0,US,M
188,2024,SE,FT,Machine Learning Engineer,185000.0,USD,185000.0,US,0.0,US,M
189,2024,MI,FT,Data Engineer,155000.0,USD,155000.0,US,0.0,US,M
190,2024,MI,FT,Data Engineer,120000.0,USD,120000.0,US,0.0,US,M
191,2024,SE,FT,Data Infrastructure Engineer,245900.0,USD,245900.0,US,100.0,US,M
192,2024,SE,FT,Data Infrastructure Engineer,139000.0,USD,139000.0,US,100.0,US,M
193,2024,MI,FT,Admin & Data Analyst,95000.0,USD,95000.0,US,0.0,US,M
194,2024,SE,FT,Data Scientist,213000.0,USD,213000.0,US,0.0,US,M
195,2024,SE,FT,Data Scientist,120700.0,USD,120700.0,US,0.0,US,M
196,2024,MI,FT,Data Engineer,128000.0,USD,128000.0,US,0.0,US,M
197,2024,MI,FT,Data Engineer,81500.0,USD,81500.0,US,0.0,US,M
198,2024,EN,FT,Data Science,46000.0,USD,46000.0,US,0.0,US,M
199,2024,EN,FT,Data Science,40000.0,USD,40000.0,US,0.0,US,M
200,2024,SE,FT,Insight Analyst,60000.0,GBP,75000.0,US,0.0,US,M
201,2024,SE,FT,Insight Analyst,55000.0,GBP,68750.0,US,0.0,US,M
202,2024,EN,FT,Business Intelligence,176627.0,USD,176627.0,US,0.0,US,M
203,2024,EN,FT,Business Intelligence,106029.0,USD,106029.0,US,0.0,US,M
204,2024,SE,FT,Data Architect,193000.0,USD,193000.0,US,0.0,US,M
205,2024,SE,FT,Data Architect,84600.0,USD,84600.0,US,0.0,US,M
206,2024,EN,FT,Business Intelligence,94250.0,USD,94250.0,US,100.0,US,M
207,2024,EN,FT,Business Intelligence,65000.0,USD,65000.0,US,100.0,US,M
208,2024,MI,FT,Data Analyst,148017.0,USD,148017.0,US,0.0,US,M
209,2024,MI,FT,Data Analyst,87069.0,USD,87069.0,US,0.0,US,M
210,2024,MI,FT,Data Science,135800.0,USD,135800.0,US,100.0,US,M
211,2024,MI,FT,Data Science,95100.0,USD,95100.0,US,100.0,US,M
212,2024,SE,FT,Data Engineer,175000.0,USD,175000.0,US,0.0,US,M
213,2024,SE,FT,Data Engineer,117000.0,USD,117000.0,US,0.0,US,M
214,2024,SE,FT,Data Architect,234000.0,USD,234000.0,US,0.0,US,M
215,2024,SE,FT,Data Architect,146000.0,USD,146000.0,US,0.0,US,M
216,2024,MI,FT,Data Analyst,120000.0,USD,120000.0,US,0.0,US,M
217,2024,MI,FT,Data Analyst,105000.0,USD,105000.0,US,0.0,US,M
218,2024,EN,FT,Data Analyst,43500.0,USD,43500.0,US,0.0,US,M
219,2024,EN,FT,Data Analyst,41000.0,USD,41000.0,US,0.0,US,M
220,2024,SE,FT,Data Engineer,234000.0,USD,234000.0,US,0.0,US,M
221,2024,SE,FT,Data Engineer,117000.0,USD,117000.0,US,0.0,US,M
222,2024,SE,FT,ML Engineer,211888.0,USD,211888.0,US,0.0,US,M
223,2024,SE,FT,ML Engineer,154100.0,USD,154100.0,US,0.0,US,M
224,2024,SE,FT,Data Analyst,185100.0,USD,185100.0,US,0.0,US,M
225,2024,SE,FT,Data Analyst,148500.0,USD,148500.0,US,0.0,US,M
226,2024,SE,FT,Data Analyst,147000.0,USD,147000.0,US,100.0,US,M
227,2024,SE,FT,Data Analyst,92000.0,USD,148177.3937843714,US,100.0,US,M
228,2024,SE,FT,Analytics Engineer,148500.0,USD,148500.0,US,0.0,US,M
229,2024,SE,FT,Analytics Engineer,117000.0,USD,117000.0,US,0.0,US,M
230,2024,SE,FT,Data Analyst,130000.0,USD,130000.0,US,100.0,US,M
231,2024,SE,FT,Data Analyst,100000.0,USD,100000.0,US,100.0,US,M
232,2024,MI,FT,ML Engineer,203000.0,USD,203000.0,US,100.0,US,M
233,2024,MI,FT,ML Engineer,135000.0,USD,135000.0,US,100.0,US,M
234,2024,SE,FT,Consultant Data Engineer,50000.0,USD,50000.0,GE,100.0,US,M
235,2024,SE,FT,Data Scientist,322100.0,USD,322100.0,US,100.0,US,M
236,2024,SE,FT,Data Scientist,173400.0,USD,173400.0,US,100.0,US,M
237,2024,SE,FT,Business Intelligence Analyst,158900.0,USD,158900.0,US,100.0,US,M
238,2024,SE,FT,Business Intelligence Analyst,132400.0,USD,132400.0,US,100.0,US,M
239,2024,SE,FT,Machine Learning Engineer,370000.0,USD,148177.3937843714,US,0.0,US,M
240,2024,SE,FT,Machine Learning Engineer,220000.0,USD,220000.0,US,0.0,US,M
241,2024,SE,FT,Analytics Engineer,180000.0,USD,180000.0,US,0.0,US,M
242,2024,SE,FT,Analytics Engineer,140000.0,USD,140000.0,US,0.0,US,M
243,2024,SE,FT,Data Engineer,247300.0,USD,247300.0,US,0.0,US,M
244,2024,SE,FT,Data Engineer,139800.0,USD,139800.0,US,0.0,US,M
245,2024,SE,FT,Data Scientist,213000.0,USD,213000.0,US,0.0,US,M
246,2024,SE,FT,Data Scientist,120700.0,USD,120700.0,US,0.0,US,M
247,2024,SE,FT,Data Engineer,172000.0,USD,172000.0,US,100.0,US,M
248,2024,SE,FT,Data Engineer,141000.0,USD,141000.0,US,100.0,US,M
249,2024,MI,FT,Business Intelligence Manager,140000.0,USD,140000.0,US,100.0,US,M
250,2024,MI,FT,Business Intelligence Manager,100000.0,USD,100000.0,US,100.0,US,M
251,2024,EN,FT,Data Analyst,100000.0,USD,100000.0,US,100.0,US,M
252,2024,EN,FT,Data Analyst,90000.0,USD,90000.0,US,100.0,US,M
253,2024,SE,FT,Data Engineer,135000.0,USD,135000.0,US,0.0,US,M
254,2024,SE,FT,Data Engineer,115000.0,USD,115000.0,US,0.0,US,M
255,2024,SE,FT,Data Engineer,130000.0,USD,130000.0,US,0.0,US,M
256,2024,SE,FT,Data Engineer,100000.0,USD,100000.0,US,0.0,US,M
257,2024,SE,FT,Data Scientist,240901.0,USD,240901.0,US,100.0,US,M
258,2024,SE,FT,Data Scientist,168630.0,USD,168630.0,US,100.0,US,M
259,2024,MI,FT,Data Analyst,100000.0,USD,100000.0,US,0.0,US,M
260,2024,MI,FT,Data Analyst,90000.0,USD,90000.0,US,0.0,US,M
261,2024,EX,FT,Head of Data,312300.0,USD,312300.0,US,100.0,US,M
262,2024,EX,FT,Head of Data,269000.0,USD,269000.0,US,100.0,US,M
263,2024,EX,FT,Data Engineer,273600.0,USD,273600.0,US,100.0,US,M
264,2024,EX,FT,Data Engineer,182400.0,USD,182400.0,US,100.0,US,M
265,2024,SE,FT,Data Architect,184000.0,USD,184000.0,US,0.0,US,M
266,2024,SE,FT,Data Architect,123000.0,USD,148177.3937843714,US,0.0,US,M
267,2024,SE,FT,Research Engineer,250000.0,USD,250000.0,US,100.0,US,M
268,2024,SE,FT,Research Engineer,150000.0,USD,150000.0,US,100.0,US,M
269,2024,SE,FT,Business Intelligence Analyst,140000.0,USD,140000.0,US,100.0,US,M
270,2024,SE,FT,Business Intelligence Analyst,100000.0,USD,100000.0,US,100.0,US,M
271,2024,SE,FT,Data Scientist,202500.0,USD,202500.0,US,0.0,US,M
272,2024,SE,FT,Data Scientist,135000.0,USD,135000.0,US,0.0,US,M
273,2024,MI,FT,Data Engineer,159550.0,USD,159550.0,US,0.0,US,M
274,2024,MI,FT,Data Engineer,113000.0,USD,113000.0,US,0.0,US,M
275,2024,MI,FT,Data Science,75000.0,USD,75000.0,US,100.0,US,M
276,2024,MI,FT,Data Science,55000.0,USD,55000.0,US,100.0,US,M
277,2024,EX,FT,Data Engineer,253900.0,USD,253900.0,US,0.0,US,M
278,2024,EX,FT,Data Engineer,145100.0,USD,145100.0,US,0.0,US,M
279,2024,MI,FT,Research Scientist,138000.0,USD,138000.0,US,0.0,US,M
280,2024,MI,FT,Research Scientist,86000.0,USD,86000.0,US,0.0,US,M
281,2024,SE,FT,Research Scientist,179000.0,USD,179000.0,US,0.0,US,M
282,2024,SE,FT,Research Scientist,112000.0,USD,112000.0,US,0.0,US,M
283,2024,EN,FT,Data Management Analyst,105000.0,USD,105000.0,CA,0.0,CA,M
284,2024,EN,FT,Data Management Analyst,80800.0,USD,80800.0,CA,nan,CA,M
285,2024,EN,FT,Data Analyst,64500.0,USD,64500.0,US,0.0,US,M
286,2024,EN,FT,Data Analyst,46500.0,USD,46500.0,US,0.0,US,M
287,2024,SE,FT,Data Engineer,120750.0,USD,120750.0,US,0.0,US,M
288,2024,SE,FT,Data Engineer,85000.0,USD,85000.0,US,0.0,US,M
289,2024,SE,FT,Data Architect,180000.0,USD,180000.0,US,100.0,US,M
290,2024,SE,FT,Data Architect,144000.0,USD,144000.0,US,100.0,US,M
291,2024,SE,FT,Data Analyst,144606.0,USD,144606.0,US,0.0,US,M
292,2024,SE,FT,Data Analyst,128539.0,USD,128539.0,US,0.0,US,M
293,2024,MI,FT,BI Developer,79400.0,USD,79400.0,US,0.0,US,M
294,2024,MI,FT,BI Developer,55600.0,USD,55600.0,US,0.0,US,M
295,2024,MI,FT,Data Engineer,131700.0,USD,131700.0,US,0.0,US,M
296,2024,MI,FT,Data Engineer,84000.0,USD,84000.0,US,0.0,US,M
297,2024,SE,FT,Data Science,206000.0,USD,206000.0,US,0.0,US,M
298,2024,SE,FT,Data Science,106605.0,USD,106605.0,US,0.0,US,M
299,2024,MI,FT,Data Analyst,179000.0,USD,179000.0,US,0.0,US,M
300,2024,MI,FT,Data Analyst,112000.0,USD,112000.0,US,0.0,US,M
301,2024,SE,FT,Business Intelligence,120750.0,USD,120750.0,US,0.0,US,M
302,2024,SE,FT,Business Intelligence,85000.0,USD,85000.0,US,0.0,US,M
303,2024,SE,FT,Research Scientist,149204.19774878485,USD,175000.0,US,0.0,US,M
304,2024,SE,FT,Research Scientist,118000.0,USD,118000.0,US,0.0,US,M
305,2024,SE,FT,Data Analyst,194000.0,USD,194000.0,US,0.0,US,M
306,2024,SE,FT,Data Analyst,122000.0,USD,122000.0,US,0.0,US,M
307,2024,SE,FT,Business Intelligence,142250.0,USD,142250.0,US,0.0,US,M
308,2024,SE,FT,Business Intelligence,100000.0,USD,100000.0,US,0.0,US,M
309,2024,MI,FT,Data Scientist,99000.0,USD,99000.0,US,0.0,US,M
310,2024,MI,FT,Data Scientist,87000.0,USD,87000.0,US,0.0,US,M
311,2024,EN,FT,Research Engineer,118400.0,USD,118400.0,US,0.0,US,M
312,2024,EN,FT,Research Engineer,64000.0,USD,64000.0,US,0.0,US,M
313,2024,MI,FT,Machine Learning Engineer,176000.0,USD,176000.0,US,0.0,US,M
314,2024,MI,FT,Machine Learning Engineer,72700.0,USD,72700.0,US,0.0,US,M
315,2024,SE,FL,Manager Data Management,149204.19774878485,INR,36014.0,IN,100.0,IN,S
316,2024,SE,FL,Manager Data Management,149204.19774878485,INR,36014.0,IN,100.0,IN,S
317,2024,MI,FT,Data Engineer,145000.0,USD,148177.3937843714,US,0.0,US,M
318,2024,MI,FT,Data Engineer,120000.0,USD,120000.0,US,0.0,US,M
319,2024,EN,FT,Research Analyst,126225.0,USD,126225.0,US,0.0,US,M
320,2024,EN,FT,Research Analyst,61846.0,USD,61846.0,US,0.0,US,M
321,2024,SE,FT,Data Analyst,114200.0,USD,114200.0,US,0.0,US,M
322,2024,SE,FT,Data Analyst,92900.0,USD,92900.0,US,0.0,US,M
323,2024,SE,FT,Data Engineer,219700.0,USD,219700.0,US,0.0,US,M
324,2024,SE,FT,Data Engineer,137300.0,USD,137300.0,US,0.0,US,M
325,2024,SE,FT,Business Intelligence Engineer,108500.0,USD,108500.0,US,0.0,US,M
326,2024,SE,FT,Business Intelligence Engineer,78800.0,USD,78800.0,US,0.0,US,M
327,2024,MI,FT,Data Scientist,44263.0,GBP,55328.0,ZA,0.0,ZA,M
328,2024,MI,FT,Data Scientist,149204.19774878485,GBP,42457.0,ZA,0.0,ZA,M
329,2024,SE,FT,Data Analyst,95000.0,USD,95000.0,US,0.0,US,M
330,2024,SE,FT,Data Analyst,85000.0,USD,85000.0,US,0.0,US,M
